id,puzzle,solution,clues,difficulty,backtracking_w/MRV_w/LCV_w/AC3_time,backtracking_w/MRV_w/LCV_w/AC3_numBacktracks,backtracking_w/MRV_w/LCV_w/FwdCheck_time,backtracking_w/MRV_w/LCV_w/FwdCheck_numBacktracks,backtracking_w/MRV_w/LCV_time,backtracking_w/MRV_w/LCV_numBacktracks,backtracking_w/MRV_time,backtracking_w/MRV_numBacktracks,backtracking_time,backtracking_numBacktracks,backtracking_w/LCV_time,backtracking_w/LCV_numBacktracks,backtracking_w/LCV_w/FwdCheck_time,backtracking_w/LCV_w/FwdCheck_numBacktracks,backtracking_w/LCV_w/AC3_time,backtracking_w/LCV_w/AC3_numBacktracks,backtracking_w/AC3_time,backtracking_w/AC3_numBacktracks,backtracking_w/FwdCheck_time,backtracking_w/FwdCheck_numBacktracks,backtracking_w/MRV_w/AC3_time,backtracking_w/MRV_w/AC3_numBacktracks,backtracking_w/MRV_w/FwdCheck_time,backtracking_w/MRV_w/FwdCheck_numBacktracks
22,.5.....43.1.....82.84..7.1..71.9....4.........23.1..6.8..1...26...7.4......9.2...,759821643316549782284637915571296834468375291923418567897153426632784159145962378,26,3.9,0.26521754264831543,40.0,0.0242764949798584,65.0,0.4042930603027344,8365.0,3.25002384185791,86793.0,0.4410219192504883,25580.0,0.6632280349731445,18994.0,1.0868945121765137,3338.0,2.777890920639038,771.0,2.487779140472412,716.0,1.8562896251678467,4933.0,0.30914926528930664,57.0,0.02970123291015625,71.0
23,7.82...6...4..8..9..1.5............2..6..1.4.3.....67..4.1.........45.87..5.7...3,758294361234618759691753824489567132576321948312489675847132596163945287925876413,25,1.7,2.130297899246216,663.0,0.16399717330932617,476.0,16.7319016456604,354635.0,0.523395299911499,13876.0,6.133744716644287,363163.0,8.902420043945312,257084.0,18.581265449523926,55365.0,14.548883438110352,4391.0,16.74231219291687,4673.0,32.02319598197937,90516.0,2.586163282394409,776.0,0.1888895034790039,480.0
24,3...6..42.....5....61.3.....8...7..67...2.1.5.9....3......13...5....6.93..74.....,359761842472985631861234759185347926743629185296158374928513467514876293637492518,25,0.0,0.19252395629882812,20.0,0.002280712127685547,0.0,0.2819380760192871,5706.0,1.0164387226104736,27085.0,0.13214755058288574,7851.0,0.042623281478881836,1420.0,0.2580149173736572,734.0,0.5326149463653564,93.0,0.5291612148284912,116.0,0.5923042297363281,1849.0,0.1768040657043457,18.0,0.006886959075927734,12.0
25,..3..9........23......5..876.......53.94.....4....523...7.13.....6..8.9...12.....,163789524785642319924351687612837945359426178478195236547913862236578491891264753,24,2.6,0.609419584274292,157.0,0.2831110954284668,771.0,0.8405599594116211,17104.0,0.15128254890441895,4023.0,0.2777738571166992,15765.0,7.675889730453491,239053.0,10.24732232093811,36427.0,5.387688159942627,1483.0,0.6008572578430176,137.0,0.8849184513092041,3041.0,0.8355534076690674,241.0,0.027006864547729492,61.0
26,....27....13..4.....9..57...8....3..5..9..1......32...651....4...8....9.....4.6.5,865127439713694582429385761984751326532968174176432958651279843348516297297843615,24,1.8,0.8252143859863281,248.0,0.061809539794921875,181.0,0.8614480495452881,17462.0,0.7796032428741455,21131.0,0.8819601535797119,51833.0,3.6535871028900146,106517.0,10.387834310531616,29736.0,1.1296091079711914,257.0,1.1801154613494873,292.0,6.171386957168579,18002.0,1.0155107975006104,301.0,0.0854644775390625,217.0
27,6.....2...713.....39.4...7...3..289..1..8...4...5..1...6...854.........1..82.....,654897213871326459392451678743612895516983724289574136967138542425769381138245967,25,0.0,0.6141757965087891,153.0,0.011854171752929688,35.0,1.3788020610809326,28364.0,8.451153993606567,227577.0,0.056659698486328125,2976.0,0.11452507972717285,3224.0,0.7149612903594971,2097.0,0.8489139080047607,182.0,0.29842138290405273,35.0,0.6994378566741943,2117.0,0.7061686515808105,173.0,0.02535414695739746,72.0
28,.....8...2.3...4.6..54.37....4...6...9.8.....5..9.4..27..589..34..2...7..........,947658321283791456615423789824135697396872514571964832762589143438216975159347268,25,2.8,5.179780721664429,1613.0,0.04084515571594238,117.0,51.06649994850159,1028171.0,1.463914394378662,38882.0,0.7839910984039307,43625.0,0.4601411819458008,11966.0,2.8153488636016846,7897.0,10.424041986465454,3262.0,20.13011598587036,6299.0,8.715150117874146,23845.0,6.906110525131226,2245.0,0.6030488014221191,1495.0
29,.9.....8.5......96......4..6..34....9......2.2...6..17.1....8...6..17..97...95...,196734582534281796827956431671342958953178624248569317419623875365817249782495163,24,1.0,0.23054718971252441,29.0,0.007523059844970703,16.0,0.3269350528717041,6785.0,0.17083072662353516,4427.0,3.214071035385132,181929.0,12.14366102218628,444255.0,28.105338096618652,88108.0,0.8305079936981201,172.0,1.3931505680084229,319.0,10.228229522705078,34026.0,0.25118350982666016,40.0,0.0061647891998291016,11.0
30,2...7..4.1.93........8..2..56...78.17.........9.26..3...573...46...1..98.........,286571943159324786374896215563947821742183659891265437925738164637412598418659372,26,2.8,1.7574689388275146,546.0,0.13489055633544922,410.0,3.2647664546966553,67648.0,2.385469436645508,49438.0,0.4560379981994629,26085.0,0.2823469638824463,8982.0,0.9849166870117188,3118.0,2.558932065963745,732.0,2.4417169094085693,651.0,2.558828115463257,8086.0,0.6755337715148926,174.0,0.036322593688964844,83.0
31,5..6..7..38.....4.1..3.4..5.6.8..2..45.2..........157.6...1............8....4.137,542689713386175942197324865761853294459267381238491576673518429914732658825946137,26,0.0,0.7324390411376953,197.0,0.08311891555786133,230.0,0.5316369533538818,11694.0,0.7617621421813965,18331.0,0.062448978424072266,3622.0,0.029871225357055664,826.0,0.0693519115447998,203.0,0.2765319347381592,43.0,0.3100395202636719,51.0,0.21598267555236816,686.0,0.7836310863494873,190.0,0.08496546745300293,232.0
32,.4...8.....6.2......57....8.52..7...1..35....4....27...7.9...64.......1....431..2,743198625816523497925764138352647981187359246469812753271985364534276819698431572,25,3.4,1.111520528793335,306.0,0.057791709899902344,132.0,3.409467935562134,70523.0,0.12779545783996582,3099.0,3.6255688667297363,209370.0,3.5076591968536377,107191.0,9.032381057739258,26632.0,1.110306978225708,292.0,0.4295966625213623,81.0,26.565486669540405,78331.0,1.1389617919921875,263.0,0.05288386344909668,104.0
33,..6...51..52.7......761.....8.....5.7....2698..4..7.....926........9.3........16.,396428517152379486847615923281936754735142698964857231419263875678591342523784169,25,0.0,0.7160756587982178,177.0,0.03584098815917969,100.0,0.4197111129760742,8709.0,1.3839576244354248,32256.0,0.02879786491394043,1425.0,0.3859834671020508,11859.0,1.146965742111206,3603.0,0.8816359043121338,189.0,0.18702387809753418,15.0,0.18828654289245605,513.0,0.2805194854736328,33.0,0.00551152229309082,8.0
34,......27..9.2......4.9.6.....6........16.53..2...98...75.46......8...1.....3....7,613854279597213468842976531486732915971645382235198746759461823368527194124389657,23,0.0,1.4442732334136963,457.0,0.640920877456665,1833.0,0.46575474739074707,9718.0,3.231407642364502,76553.0,3.2653815746307373,183609.0,1.9893310070037842,54616.0,3.618502616882324,10235.0,0.9944310188293457,247.0,0.7273833751678467,174.0,13.616464376449585,37120.0,0.36304450035095215,68.0,0.03767704963684082,108.0
35,..7.....34...6..12.....37..1.8.57.......8..6......21...........6...459....9....87,267514893493768512815293746138657429724189365956432178381976254672845931549321687,23,1.8,6.038877725601196,1944.0,0.33653998374938965,1047.0,19.36056876182556,390260.0,15.968557119369507,395626.0,0.42082881927490234,24177.0,4.268082618713379,117651.0,8.386860370635986,23177.0,1.644805669784546,443.0,0.7378051280975342,174.0,1.3691022396087646,3856.0,0.713874340057373,160.0,0.011856794357299805,27.0
36,1.........9.....6.82.4...9..6....8..2...987...4.27.3.....7...15.....6.3..5....9..,173569482594832167826417593761345829235698741948271356389724615417956238652183974,24,1.3,0.1312389373779297,3.0,0.002321481704711914,0.0,1.1098971366882324,22161.0,0.3574643135070801,9257.0,3.516145944595337,203825.0,6.957050323486328,235508.0,19.801013708114624,59297.0,0.24740839004516602,30.0,0.14321041107177734,4.0,18.04408884048462,54729.0,0.3098413944244385,46.0,0.01916790008544922,33.0
37,...86.9.5.8.....217....4..862...543.5...7........4.6......92.8..61...5...........,132867945486539721759124368628915437543276819917348652375492186261783594894651273,25,0.0,0.5392136573791504,136.0,0.044928550720214844,116.0,0.26856398582458496,5610.0,7.311058044433594,187097.0,0.014028310775756836,660.0,0.008281707763671875,213.0,0.02476668357849121,72.0,0.5136063098907471,122.0,0.3628058433532715,69.0,0.08459258079528809,235.0,0.8723418712615967,225.0,0.06116986274719238,134.0
38,39..8.....6...347..7.6.2..3.2.1.......52..9..6....5.....2..7.....9.4.5.....8.....,391784256268953471574612893923178645845236917617495328432567189789341562156829734,24,0.0,1.3565349578857422,407.0,0.04070305824279785,118.0,3.554239273071289,64802.0,2.212616443634033,59885.0,0.04929614067077637,2698.0,0.01734614372253418,490.0,0.2890758514404297,889.0,0.2637631893157959,45.0,1.1300005912780762,301.0,0.40305089950561523,1040.0,0.3071422576904297,52.0,0.004068851470947266,5.0
39,3....5.78...6.7....6..1.4..6.....3.7..49...6.........442............8.51.13..67..,391425678248637915567819423652184397184973562739562184425791836976348251813256749,25,1.9,0.43817949295043945,103.0,0.013213396072387695,43.0,0.32592344284057617,6421.0,1.1814289093017578,31646.0,1.5469214916229248,87002.0,1.867100477218628,58244.0,3.04172945022583,8904.0,1.9051969051361084,551.0,2.2426536083221436,641.0,5.360386848449707,15732.0,0.530404806137085,102.0,0.05489993095397949,155.0
40,...82.4..52..4..1.6.......7.4...9.2...25.....9.37....6..8.1.......2...3.........5,371825469529647318684391257845169723762534981913782546458913672197256834236478195,23,0.0,1.1783602237701416,309.0,0.05545377731323242,150.0,1.7657065391540527,33118.0,31.78163456916809,830211.0,0.05236458778381348,2659.0,0.014298677444458008,390.0,0.04814457893371582,139.0,0.27710509300231934,49.0,0.6456716060638428,157.0,0.28943324089050293,854.0,1.0621285438537598,263.0,0.1326756477355957,314.0
41,5.7.....8..6.4...7.937........3.7.5..3..2......2..18.........1.1..4...9.9.4..3...,517932468286145937493768521641387259839524176752691843325879614178456392964213785,24,3.8,61.72808003425598,20711.0,1.184865951538086,3490.0,102.69224619865417,2063608.0,3.0220370292663574,80190.0,0.32066845893859863,18209.0,1.6889209747314453,48622.0,6.672581911087036,19556.0,18.971120595932007,6266.0,6.912665843963623,2151.0,2.668428897857666,7570.0,55.102843284606934,18535.0,1.3898401260375977,3624.0
42,.8.....9...5.8.7..7....9..4.16.42....3..9.1.78...3....4.....5...2.5...1.....1.9..,182457693945386721763129854516742389234895167897631245471968532629573418358214976,25,0.0,3.3055524826049805,1105.0,0.24260210990905762,674.0,14.25779938697815,294986.0,2.26021671295166,61328.0,0.007565736770629883,412.0,0.13730263710021973,4544.0,0.48182058334350586,1724.0,0.5710263252258301,116.0,0.20249223709106445,11.0,0.05106639862060547,166.0,1.6781432628631592,539.0,0.10996174812316895,257.0
43,.6.5...7.8.5..3..2.2......57...8..9..8..6...4...4..3.........3....7.56....3.98...,169524873845973162327816945734182596581369724296457318958641237412735689673298451,24,3.1,10.53069257736206,3517.0,1.2934646606445312,3796.0,122.22015833854675,2453319.0,6.232179880142212,168744.0,0.02751755714416504,1537.0,0.3120558261871338,10083.0,1.7889020442962646,5270.0,8.157914638519287,2622.0,1.368866205215454,389.0,0.2688126564025879,833.0,5.22541356086731,1748.0,0.35860562324523926,905.0
44,1..7.8..6.45...2.......1.9...439............8.3.1..........9.7..9...6..5.5.27....,129758346745963281683421597874395612512647938936182754268519473497836125351274869,23,1.8,0.3204336166381836,63.0,0.048394203186035156,128.0,4.847137212753296,90776.0,182.46125030517578,4570276.0,0.3970909118652344,22454.0,0.21205377578735352,5954.0,0.9584159851074219,2266.0,1.5304791927337646,458.0,0.5076634883880615,112.0,1.960453748703003,5734.0,0.4390580654144287,107.0,0.019999027252197266,44.0
45,...92...1....57...9..3.6.42.9217...4.3........6...9...4...3....6....8....27...6..,376924581241857936985316742592173864738465219164289357459632178613798425827541693,25,0.0,0.38851404190063477,88.0,0.03940129280090332,106.0,0.18301677703857422,3666.0,0.44159650802612305,11778.0,0.0782172679901123,4304.0,0.04343986511230469,1253.0,0.47273755073547363,1174.0,1.3469109535217285,424.0,0.8907039165496826,249.0,0.5607526302337646,1560.0,0.43990087509155273,115.0,0.03320789337158203,75.0
46,....2639..........2.83.....7.9....8.35...9.1....2....6....516..4.......7......53.,547126398631598472298374165769415283352689714184237956823751649415963827976842531,23,2.7,0.14205551147460938,5.0,0.033399343490600586,84.0,2.3097541332244873,44075.0,0.018001794815063477,436.0,3.4681460857391357,205690.0,3.047924041748047,105476.0,6.671870470046997,19374.0,0.8362860679626465,194.0,1.0627689361572266,227.0,17.153977632522583,53714.0,1.6747636795043945,514.0,0.2727653980255127,688.0
47,...2.1.3...1...4..7......95....4.91...43.7...1.69.....6...2...7.5...9...2..6...5.,945271638361598472728463195572846913894317526136952784689125347453789261217634859,25,0.0,2.2192766666412354,712.0,0.1504967212677002,407.0,53.337515354156494,1101358.0,1.9408631324768066,48846.0,0.5828111171722412,34081.0,0.8582453727722168,28383.0,3.4608092308044434,9783.0,6.022517681121826,1909.0,6.17314076423645,1782.0,3.876236915588379,11999.0,1.7889273166656494,562.0,0.17070341110229492,407.0
48,......6.....4...97...7.18.247..18......2....639...4.1..5....1..7...5......48.9.6.,247985631813462597965731842472618953581293476396574218658347129729156384134829765,26,2.5,0.7840917110443115,215.0,0.0022726058959960938,0.0,1.7890212535858154,39467.0,0.25060367584228516,6006.0,0.21546459197998047,12288.0,1.1272947788238525,35479.0,5.69548225402832,16364.0,5.568160057067871,1599.0,2.088521718978882,529.0,1.5460126399993896,4682.0,0.7809634208679199,220.0,0.08310317993164062,216.0
49,93..2..6...2...7..6....89......45..9.4.6.......7.....8.5.......7......2...9..78..,938721465412956783675438912261845379843679251597312648356284197784193526129567834,22,0.0,9.667470932006836,2998.0,1.6371650695800781,4813.0,213.43880152702332,4243135.0,34.08063316345215,874510.0,0.0377964973449707,2124.0,1.049471378326416,29778.0,3.2126591205596924,9672.0,22.48331356048584,6589.0,0.9441702365875244,246.0,0.20054078102111816,605.0,1.3996593952178955,416.0,0.2405092716217041,640.0
50,.4.1...39........6.65...2..8..461........847.......9..38...4.1....3.......72.....,248156739793842156165739284879461325536928471421573968382694517654317892917285643,23,0.0,1.1984949111938477,269.0,0.25791501998901367,724.0,12.975552797317505,270495.0,0.32021355628967285,8318.0,0.0738837718963623,4290.0,0.5539700984954834,17829.0,1.629288911819458,5086.0,3.0221760272979736,787.0,0.5782561302185059,114.0,0.5214409828186035,1537.0,0.31577110290527344,46.0,0.002390623092651367,0.0
51,95..6...4...8.........5..1...6..1..92.....3..4....98...13...7..67...2..........35,957163284142897653368254917786321549291485376435679821513948762674532198829716435,23,0.0,0.8230762481689453,205.0,0.0077669620513916016,13.0,8.666170120239258,180029.0,0.18225455284118652,4832.0,0.08054542541503906,4796.0,0.5872707366943359,16825.0,1.257359266281128,3612.0,0.9550337791442871,248.0,0.17334890365600586,5.0,0.3462662696838379,937.0,0.7156367301940918,199.0,0.01498723030090332,36.0
52,7....1..3..5.2.9..3.9...17..........968..2.........6.8....83.1..7.4.....581....9.,726941583815327946349658172152864739968732451437195628694583217273419865581276394,25,0.0,0.8303940296173096,193.0,0.015658140182495117,39.0,23.386616468429565,435251.0,0.27953100204467773,7382.0,0.054259300231933594,3094.0,1.3754429817199707,36606.0,2.3328628540039062,6659.0,0.4025731086730957,92.0,0.38962721824645996,63.0,0.24491500854492188,751.0,0.24699068069458008,30.0,0.004457712173461914,7.0
53,.98...3.2..7.9.....6.32..7............6.89..48....4....8.6..15...14..7.......74..,198745362327896541465321978249563817576189234813274695784632159931458726652917483,25,0.0,0.2632923126220703,32.0,0.006475210189819336,9.0,1.2036042213439941,25062.0,0.0339961051940918,880.0,0.5868968963623047,33852.0,0.8997678756713867,24319.0,4.71587347984314,13790.0,0.3024256229400635,43.0,0.20918512344360352,18.0,5.900737285614014,16643.0,0.23190641403198242,39.0,0.0049326419830322266,6.0
54,.........68.....49....7...51.8..6...3679..8.....7......4.82..377.5.1..9........2.,572469381681532749439178265198256473367941852254783916946825137725314698813697524,25,2.4,1.0469892024993896,282.0,0.07015395164489746,155.0,0.7824914455413818,16674.0,0.2954592704772949,7796.0,1.1086409091949463,63942.0,4.609316349029541,150387.0,11.546396493911743,35256.0,10.853838205337524,3321.0,4.874974727630615,1191.0,8.454829216003418,27048.0,0.7173161506652832,196.0,0.013417720794677734,28.0
55,...5...2...84.76...1..6....6.....7...81..9..2..7..85..2..8...5..............21.3.,769583421328417695415962873632154789581679342947238516293846157174395268856721934,23,0.0,0.6995871067047119,162.0,0.05125689506530762,111.0,3.126662015914917,61349.0,1.9276587963104248,49818.0,0.09528088569641113,5529.0,0.11487913131713867,3342.0,0.33728981018066406,1006.0,0.6305122375488281,157.0,1.5066146850585938,434.0,0.6567337512969971,1926.0,0.5469379425048828,142.0,0.09129571914672852,210.0
